input_text,target_text,conversation_id,windex,split
"EE: I hope they allow for pen pals as well. (Statement-non-opinion)
EE: Sounds like a blessed organization. (Statement-opinion)
EE: Yes it does. (Agree/Accept)",spos+,0,19,train
"EE: Sounds like a blessed organization. (Statement-opinion)
EE: Yes it does. (Agree/Accept)
EE: Their website is URL if you would like to read more (Statement-non-opinion)",spos+,0,20,train
"EE: Yes it does. (Agree/Accept)
EE: Their website is URL if you would like to read more (Statement-non-opinion)
EE: I definitely. (Agree/Accept)",other,0,21,train
"EE: Their website is URL if you would like to read more (Statement-non-opinion)
EE: I definitely. (Agree/Accept)
EE: I recognize it too. (Statement-non-opinion)",hpos+,0,22,train
"EE: I definitely. (Agree/Accept)
EE: I recognize it too. (Statement-non-opinion)
EE: They do lots of TV adverts. (Statement-non-opinion)",other,0,23,train
"EE: I recognize it too. (Statement-non-opinion)
EE: They do lots of TV adverts. (Statement-non-opinion)
EE: I believe its a Christian organization. (Statement-non-opinion)",other,0,24,train
"EE: They do lots of TV adverts. (Statement-non-opinion)
EE: I believe its a Christian organization. (Statement-non-opinion)
EE: Yes. (Acknowledge (Backchannel))",other,0,25,train
"EE: I believe its a Christian organization. (Statement-non-opinion)
EE: Yes. (Acknowledge (Backchannel))
EE: How much do you like to donate to the charity? (Wh-Question)",hneg-,0,26,train
"EE: Yes. (Acknowledge (Backchannel))
EE: How much do you like to donate to the charity? (Wh-Question)
EE: I think maybe $30 when I get my check next Tuesday. (Statement-non-opinion)",hpos+,0,27,train
"EE: How much do you like to donate to the charity? (Wh-Question)
EE: I think maybe $30 when I get my check next Tuesday. (Statement-non-opinion)
EE: Ok well you can actually donate from your task payment here! (Statement-non-opinion)",hneg+,0,28,train
"EE: I think maybe $30 when I get my check next Tuesday. (Statement-non-opinion)
EE: Ok well you can actually donate from your task payment here! (Statement-non-opinion)
EE: You can choose any amount from $0 to all of your payment (Statement-non-opinion)",hneg+,0,29,train
"EE: Ok well you can actually donate from your task payment here! (Statement-non-opinion)
EE: You can choose any amount from $0 to all of your payment (Statement-non-opinion)
EE: Yes, I might have to wait until my check arrives. (Statement-non-opinion)",spos+,0,30,train
"EE: You can choose any amount from $0 to all of your payment (Statement-non-opinion)
EE: Yes, I might have to wait until my check arrives. (Statement-non-opinion)
EE: It's on my to-do list though. (Statement-non-opinion)",spos+,0,31,train
"EE: Yes, I might have to wait until my check arrives. (Statement-non-opinion)
EE: It's on my to-do list though. (Statement-non-opinion)
EE: How much are you donating? (Wh-Question)",other,0,32,train
"EE: It's on my to-do list though. (Statement-non-opinion)
EE: How much are you donating? (Wh-Question)
EE: I really recommend that you donate some! (Statement-non-opinion)",hneg-,0,33,train
"EE: How much are you donating? (Wh-Question)
EE: I really recommend that you donate some! (Statement-non-opinion)
EE: I am doing my full payment. (Statement-non-opinion)",spos+,0,34,train
"EE: I really recommend that you donate some! (Statement-non-opinion)
EE: I am doing my full payment. (Statement-non-opinion)
EE: The research team will collect all donations and send it to Save the Children. (Statement-non-opinion)",other,0,35,train
"EE: I am doing my full payment. (Statement-non-opinion)
EE: The research team will collect all donations and send it to Save the Children. (Statement-non-opinion)
EE: Absolutely! (Appreciation)",hpos+,0,36,train
"EE: The research team will collect all donations and send it to Save the Children. (Statement-non-opinion)
EE: Absolutely! (Appreciation)
EE: I can't wait for my check to come so I can help out in other countries! (Statement-non-opinion)",spos+,0,37,train
"EE: Absolutely! (Appreciation)
EE: I can't wait for my check to come so I can help out in other countries! (Statement-non-opinion)
EE: Ok. how much of your payment will you donate now? (Wh-Question)",hneg-,0,38,train
"EE: I can't wait for my check to come so I can help out in other countries! (Statement-non-opinion)
EE: Ok. how much of your payment will you donate now? (Wh-Question)
EE: I can't donate now because my money is not here yet. (Statement-non-opinion)",sneg+,0,39,train
EE: Do you ever donate to charity? (Yes-No-Question),other,1,0,train
"EE: Do you ever donate to charity? (Yes-No-Question)
EE: Yes, I support a few causes that I personally believe in very much. (Statement-non-opinion)",spos+,1,1,train
"EE: Do you ever donate to charity? (Yes-No-Question)
EE: Yes, I support a few causes that I personally believe in very much. (Statement-non-opinion)
EE: Have you ever heard of Save the Children? (Yes-No-Question)",other,1,2,train
"EE: Yes, I support a few causes that I personally believe in very much. (Statement-non-opinion)
EE: Have you ever heard of Save the Children? (Yes-No-Question)
EE: Yes, but I don't know a lot about them. (Statement-non-opinion)",hpos+,1,3,train
"EE: Have you ever heard of Save the Children? (Yes-No-Question)
EE: Yes, but I don't know a lot about them. (Statement-non-opinion)
EE: What is their mission? (Wh-Question)",hneg-,1,4,train
"EE: Yes, but I don't know a lot about them. (Statement-non-opinion)
EE: What is their mission? (Wh-Question)
EE: Their mission is to promote children's rights, and provide relief and support to children in developing countries. (Statement-non-opinion)",spos+,1,5,train
"EE: What is their mission? (Wh-Question)
EE: Their mission is to promote children's rights, and provide relief and support to children in developing countries. (Statement-non-opinion)
EE: That sounds interesting. (Appreciation)",hpos+,1,6,train
"EE: Their mission is to promote children's rights, and provide relief and support to children in developing countries. (Statement-non-opinion)
EE: That sounds interesting. (Appreciation)
EE: What countries do they work in? (Wh-Question)",hneg-,1,7,train
"EE: That sounds interesting. (Appreciation)
EE: What countries do they work in? (Wh-Question)
EE: They work in many countries across the world. (Statement-non-opinion)",spos+,1,8,train
"EE: What countries do they work in? (Wh-Question)
EE: They work in many countries across the world. (Statement-non-opinion)
EE: For example, millions of children in Syria grow up facing the daily threat of violence. (Statement-non-opinion)",spos+,1,9,train
"EE: They work in many countries across the world. (Statement-non-opinion)
EE: For example, millions of children in Syria grow up facing the daily threat of violence. (Statement-non-opinion)
EE: A donation could help these children greatly. (Statement-opinion)",hpos+,1,10,train
"EE: For example, millions of children in Syria grow up facing the daily threat of violence. (Statement-non-opinion)
EE: A donation could help these children greatly. (Statement-opinion)
EE: It sounds like it. (Appreciation)",hpos+,1,11,train
"EE: A donation could help these children greatly. (Statement-opinion)
EE: It sounds like it. (Appreciation)
EE: Do you donate to this charity? (Yes-No-Question)",other,1,12,train
"EE: It sounds like it. (Appreciation)
EE: Do you donate to this charity? (Yes-No-Question)
EE: I do. (Statement-non-opinion)",spos+,1,13,train
"EE: Do you donate to this charity? (Yes-No-Question)
EE: I do. (Statement-non-opinion)
EE: It is a great charity that does a lot of great work around the world. (Statement-non-opinion)",spos+,1,14,train
"EE: I do. (Statement-non-opinion)
EE: It is a great charity that does a lot of great work around the world. (Statement-non-opinion)
EE: Some charities are run better than others. (Statement-opinion)",other,1,15,train
"EE: It is a great charity that does a lot of great work around the world. (Statement-non-opinion)
EE: Some charities are run better than others. (Statement-opinion)
EE: Do you know what Save the Children's reputation is for actually using the money it collects to help children versus for fundraising and administrative salaries? (Yes-No-Question)",hneg-,1,16,train
"EE: Some charities are run better than others. (Statement-opinion)
EE: Do you know what Save the Children's reputation is for actually using the money it collects to help children versus for fundraising and administrative salaries? (Yes-No-Question)
EE: The majority of all donations collected goes directly toward the mission of helping children in developing counties. (Statement-non-opinion)",spos+,1,17,train
"EE: Do you know what Save the Children's reputation is for actually using the money it collects to help children versus for fundraising and administrative salaries? (Yes-No-Question)
EE: The majority of all donations collected goes directly toward the mission of helping children in developing counties. (Statement-non-opinion)
EE: Ok. (Acknowledge (Backchannel))",other,1,18,train
"EE: The majority of all donations collected goes directly toward the mission of helping children in developing counties. (Statement-non-opinion)
EE: Ok. (Acknowledge (Backchannel))
EE: How long has this group been in operation? (Wh-Question)",hneg-,1,19,train
"EE: Ok. (Acknowledge (Backchannel))
EE: How long has this group been in operation? (Wh-Question)
EE: They are a well established charity that has been working around the world for several years. (Statement-non-opinion)",spos+,1,20,train
"EE: How long has this group been in operation? (Wh-Question)
EE: They are a well established charity that has been working around the world for several years. (Statement-non-opinion)
EE: What do you like most about this group? (Wh-Question)",other,1,21,train
"EE: They are a well established charity that has been working around the world for several years. (Statement-non-opinion)
EE: What do you like most about this group? (Wh-Question)
EE: I like knowing that my donation is helping children that otherwise would suffer. (Statement-non-opinion)",spos+,1,22,train
"EE: What do you like most about this group? (Wh-Question)
EE: I like knowing that my donation is helping children that otherwise would suffer. (Statement-non-opinion)
EE: That seems worthwhile. (Appreciation)",hpos+,1,23,train
"EE: I like knowing that my donation is helping children that otherwise would suffer. (Statement-non-opinion)
EE: That seems worthwhile. (Appreciation)
EE: Helping children is important. (Statement-opinion)",hpos+,1,24,train
"EE: That seems worthwhile. (Appreciation)
EE: Helping children is important. (Statement-opinion)
EE: Would you like to make a donation today? (Yes-No-Question)",hneg-,1,25,train
"EE: Helping children is important. (Statement-opinion)
EE: Would you like to make a donation today? (Yes-No-Question)
EE: Are you planning to donate today? (Yes-No-Question)",other,1,26,train
"EE: Would you like to make a donation today? (Yes-No-Question)
EE: Are you planning to donate today? (Yes-No-Question)
EE: I am. (Statement-non-opinion)",spos+,1,27,train
"EE: Are you planning to donate today? (Yes-No-Question)
EE: I am. (Statement-non-opinion)
EE: The research team will collect all donations and send it to Save the Children. (Statement-non-opinion)",other,1,28,train
"EE: I am. (Statement-non-opinion)
EE: The research team will collect all donations and send it to Save the Children. (Statement-non-opinion)
EE: Good to know. (Appreciation)",other,1,29,train
EE: Hi! (Other),other,3,0,train
"EE: Hi! (Other)
EE: How are you today? (Wh-Question)",other,3,1,train
"EE: Hi! (Other)
EE: How are you today? (Wh-Question)
EE: Hey there how's it going? (Wh-Question)",other,3,2,train
"EE: How are you today? (Wh-Question)
EE: Hey there how's it going? (Wh-Question)
EE: Pretty good I am sitting on my desk enjoying this beautiful weather. (Statement-non-opinion)",other,3,3,train
"EE: Hey there how's it going? (Wh-Question)
EE: Pretty good I am sitting on my desk enjoying this beautiful weather. (Statement-non-opinion)
EE: How about you? (Wh-Question)",other,3,4,train
"EE: Pretty good I am sitting on my desk enjoying this beautiful weather. (Statement-non-opinion)
EE: How about you? (Wh-Question)
EE: Today is beautiful!! (Statement-non-opinion)",other,3,5,train
"EE: How about you? (Wh-Question)
EE: Today is beautiful!! (Statement-non-opinion)
EE: I think it's time to take a walk a little later! (Statement-non-opinion)",other,3,6,train
"EE: Today is beautiful!! (Statement-non-opinion)
EE: I think it's time to take a walk a little later! (Statement-non-opinion)
EE: That sounds like a great idea! (Appreciation)",other,3,7,train
"EE: I think it's time to take a walk a little later! (Statement-non-opinion)
EE: That sounds like a great idea! (Appreciation)
EE: How do you feel about children's charities? (Wh-Question)",other,3,8,train
"EE: That sounds like a great idea! (Appreciation)
EE: How do you feel about children's charities? (Wh-Question)
EE: It depends on the charity! (Statement-opinion)",other,3,9,train
"EE: How do you feel about children's charities? (Wh-Question)
EE: It depends on the charity! (Statement-opinion)
EE: There are some good ones and some that have turned out to be scams. (Statement-non-opinion)",other,3,10,train
"EE: It depends on the charity! (Statement-opinion)
EE: There are some good ones and some that have turned out to be scams. (Statement-non-opinion)
EE: I agree with that 100%. (Agree/Accept)",hpos+,3,11,train
"EE: There are some good ones and some that have turned out to be scams. (Statement-non-opinion)
EE: I agree with that 100%. (Agree/Accept)
EE: My charity of choice is Save The Children. (Statement-non-opinion)",other,3,12,train
"EE: I agree with that 100%. (Agree/Accept)
EE: My charity of choice is Save The Children. (Statement-non-opinion)
EE: Have you heard of that charity before? (Yes-No-Question)",other,3,13,train
"EE: My charity of choice is Save The Children. (Statement-non-opinion)
EE: Have you heard of that charity before? (Yes-No-Question)
EE: I have not! (Statement-non-opinion)",hpos-,3,14,train
"EE: Have you heard of that charity before? (Yes-No-Question)
EE: I have not! (Statement-non-opinion)
EE: Do you work for them or have you donated with them before? (Yes-No-Question)",other,3,15,train
"EE: I have not! (Statement-non-opinion)
EE: Do you work for them or have you donated with them before? (Yes-No-Question)
EE: I donate to them regularly. (Statement-non-opinion)",spos+,3,16,train
"EE: Do you work for them or have you donated with them before? (Yes-No-Question)
EE: I donate to them regularly. (Statement-non-opinion)
EE: They do so much good for under privileged kids. (Statement-non-opinion)",spos+,3,17,train
"EE: I donate to them regularly. (Statement-non-opinion)
EE: They do so much good for under privileged kids. (Statement-non-opinion)
EE: What kind of stuff do they do to help the children? (Wh-Question)",hneg-,3,18,train
"EE: They do so much good for under privileged kids. (Statement-non-opinion)
EE: What kind of stuff do they do to help the children? (Wh-Question)
EE: They feed so many starving children. (Statement-non-opinion)",spos+,3,19,train
"EE: What kind of stuff do they do to help the children? (Wh-Question)
EE: They feed so many starving children. (Statement-non-opinion)
EE: They do a lot for kids, you should visit their website. Www. URL (Statement-non-opinion)",spos+,3,20,train
"EE: They feed so many starving children. (Statement-non-opinion)
EE: They do a lot for kids, you should visit their website. Www. URL (Statement-non-opinion)
EE: Oh that's great!! (Appreciation)",hpos+,3,21,train
"EE: They do a lot for kids, you should visit their website. Www. URL (Statement-non-opinion)
EE: Oh that's great!! (Appreciation)
EE: I think children deserve all the help they can get. (Statement-opinion)",hpos+,3,22,train
"EE: Oh that's great!! (Appreciation)
EE: I think children deserve all the help they can get. (Statement-opinion)
EE: Is this an American charity? (Yes-No-Question)",hneg-,3,23,train
"EE: I think children deserve all the help they can get. (Statement-opinion)
EE: Is this an American charity? (Yes-No-Question)
EE: Yes it is! (Yes answers)",other,3,24,train
"EE: Is this an American charity? (Yes-No-Question)
EE: Yes it is! (Yes answers)
EE: You know you can donate a portion of your payment from this directly to Save The Children. (Statement-non-opinion)",other,3,25,train
"EE: Yes it is! (Yes answers)
EE: You know you can donate a portion of your payment from this directly to Save The Children. (Statement-non-opinion)
EE: Would you be interested in that? (Yes-No-Question)",hneg-,3,26,train
"EE: You know you can donate a portion of your payment from this directly to Save The Children. (Statement-non-opinion)
EE: Would you be interested in that? (Yes-No-Question)
EE: I would possibly be interested in that. (Statement-non-opinion)",hpos+,3,27,train
"EE: Would you be interested in that? (Yes-No-Question)
EE: I would possibly be interested in that. (Statement-non-opinion)
EE: How can I be sure that it will go where it's supposed to? (Wh-Question)",hneg-,3,28,train
"EE: I would possibly be interested in that. (Statement-non-opinion)
EE: How can I be sure that it will go where it's supposed to? (Wh-Question)
EE: The researchers have everything lined up with Save The Children. (Statement-non-opinion)",other,3,29,train
"EE: How can I be sure that it will go where it's supposed to? (Wh-Question)
EE: The researchers have everything lined up with Save The Children. (Statement-non-opinion)
EE: I am going to donate my payment. (Statement-non-opinion)",spos+,3,30,train
"EE: The researchers have everything lined up with Save The Children. (Statement-non-opinion)
EE: I am going to donate my payment. (Statement-non-opinion)
EE: What are the typical donations to the charity like? (Wh-Question)",hneg-,3,31,train
"EE: I am going to donate my payment. (Statement-non-opinion)
EE: What are the typical donations to the charity like? (Wh-Question)
EE: You can choose to donate any amount that you wish. (Statement-non-opinion)",other,3,32,train
"EE: What are the typical donations to the charity like? (Wh-Question)
EE: You can choose to donate any amount that you wish. (Statement-non-opinion)
EE: Every little bit helps! (Statement-opinion)",hpos+,3,33,train
"EE: You can choose to donate any amount that you wish. (Statement-non-opinion)
EE: Every little bit helps! (Statement-opinion)
EE: Unfortunately I am having some money troubles right now so it's a little hard for me to promise any significant amount of money at the moment. (Statement-non-opinion)",sneg+,3,34,train
"EE: Every little bit helps! (Statement-opinion)
EE: Unfortunately I am having some money troubles right now so it's a little hard for me to promise any significant amount of money at the moment. (Statement-non-opinion)
EE: Something as small as .05 could help. (Segment)",hpos+,3,35,train
"EE: Unfortunately I am having some money troubles right now so it's a little hard for me to promise any significant amount of money at the moment. (Statement-non-opinion)
EE: Something as small as .05 could help. (Segment)
EE: I understand financial strain I my self have been struggling. (Statement-non-opinion)",hpos+,3,36,train
"EE: Something as small as .05 could help. (Segment)
EE: I understand financial strain I my self have been struggling. (Statement-non-opinion)
EE: It is much easier for me to donate from this platform that to pay out of pocket, and it sounds like it would be easier for you as well. (Statement-non-opinion)",hneg+,3,37,train
"EE: I understand financial strain I my self have been struggling. (Statement-non-opinion)
EE: It is much easier for me to donate from this platform that to pay out of pocket, and it sounds like it would be easier for you as well. (Statement-non-opinion)
EE: I would be interested in donating five cents. (Statement-non-opinion)",hpos+,3,38,train
"EE: It is much easier for me to donate from this platform that to pay out of pocket, and it sounds like it would be easier for you as well. (Statement-non-opinion)
EE: I would be interested in donating five cents. (Statement-non-opinion)
EE: I could definitely do that. (Statement-non-opinion)",hpos+,3,39,train
"EE: I would be interested in donating five cents. (Statement-non-opinion)
EE: I could definitely do that. (Statement-non-opinion)
EE: Sorry I can't donate more :( (Statement-non-opinion)",spos-,3,40,train
"EE: I could definitely do that. (Statement-non-opinion)
EE: Sorry I can't donate more :( (Statement-non-opinion)
EE: 05 is perfect! (Statement-non-opinion)",hpos+,3,41,train
"EE: Sorry I can't donate more :( (Statement-non-opinion)
EE: 05 is perfect! (Statement-non-opinion)
EE: Thank you so much for your donation! (Conventional-closing)",hpos+,3,42,train
EE: Good afternoon/evening (Appreciation),other,6,0,train
"EE: Good afternoon/evening (Appreciation)
EE: Hello (Non-verbal)",other,6,1,train
"EE: Good afternoon/evening (Appreciation)
EE: Hello (Non-verbal)
EE: Looks like there might be a bonus coming at the end of this HIT, have you got any plans for the money? (Wh-Question)",other,6,2,train
"EE: Hello (Non-verbal)
EE: Looks like there might be a bonus coming at the end of this HIT, have you got any plans for the money? (Wh-Question)
EE: Nope, what do you recommend? (Wh-Question)",other,6,3,train
"EE: Looks like there might be a bonus coming at the end of this HIT, have you got any plans for the money? (Wh-Question)
EE: Nope, what do you recommend? (Wh-Question)
EE: I read a lot about the Save the Children charity before I came in here. (Statement-non-opinion)",other,6,4,train
"EE: Nope, what do you recommend? (Wh-Question)
EE: I read a lot about the Save the Children charity before I came in here. (Statement-non-opinion)
EE: I hope that more people will donate a portion of their income. (Statement-non-opinion)",other,6,5,train
"EE: I read a lot about the Save the Children charity before I came in here. (Statement-non-opinion)
EE: I hope that more people will donate a portion of their income. (Statement-non-opinion)
EE: Even small amounts will definitely help (Statement-opinion)",other,6,6,train
"EE: I hope that more people will donate a portion of their income. (Statement-non-opinion)
EE: Even small amounts will definitely help (Statement-opinion)
EE: What's Save the Children all about? (Wh-Question)",hneg-,6,7,train
"EE: Even small amounts will definitely help (Statement-opinion)
EE: What's Save the Children all about? (Wh-Question)
EE: They provide relief and support to children in developing nations, especially the millions of kids who are at risk in Syria. (Statement-non-opinion)",spos+,6,8,train
"EE: What's Save the Children all about? (Wh-Question)
EE: They provide relief and support to children in developing nations, especially the millions of kids who are at risk in Syria. (Statement-non-opinion)
EE: They are a charity we can trust, so I think we all should do our part to help the less fortunate (Statement-opinion)",spos+,6,9,train
"EE: They provide relief and support to children in developing nations, especially the millions of kids who are at risk in Syria. (Statement-non-opinion)
EE: They are a charity we can trust, so I think we all should do our part to help the less fortunate (Statement-opinion)
EE: Do they provide for the millions of hungry kids here in the USA? (Yes-No-Question)",hneg-,6,10,train
"EE: They are a charity we can trust, so I think we all should do our part to help the less fortunate (Statement-opinion)
EE: Do they provide for the millions of hungry kids here in the USA? (Yes-No-Question)
EE: They concentrate on developing countries, but, personally, I think that there is just as great a need abroad as there is at home (Statement-opinion)",spos+,6,11,train
"EE: Do they provide for the millions of hungry kids here in the USA? (Yes-No-Question)
EE: They concentrate on developing countries, but, personally, I think that there is just as great a need abroad as there is at home (Statement-opinion)
EE: Yeah, i think an American charity should focus on America too (Statement-opinion)",hpos+,6,12,train
"EE: They concentrate on developing countries, but, personally, I think that there is just as great a need abroad as there is at home (Statement-opinion)
EE: Yeah, i think an American charity should focus on America too (Statement-opinion)
EE: That's true, but we're all in this together, as they say. (Statement-opinion)",other,6,13,train
"EE: Yeah, i think an American charity should focus on America too (Statement-opinion)
EE: That's true, but we're all in this together, as they say. (Statement-opinion)
EE: People far away need help just as much as people close to us. (Statement-opinion)",other,6,14,train
"EE: That's true, but we're all in this together, as they say. (Statement-opinion)
EE: People far away need help just as much as people close to us. (Statement-opinion)
EE: You could even take the money that you want to give to charity and split it in half among American and international relief agencies (Statement-opinion)",other,6,15,train
"EE: People far away need help just as much as people close to us. (Statement-opinion)
EE: You could even take the money that you want to give to charity and split it in half among American and international relief agencies (Statement-opinion)
EE: That would work best for me. (Statement-non-opinion)",other,6,16,train
"EE: You could even take the money that you want to give to charity and split it in half among American and international relief agencies (Statement-opinion)
EE: That would work best for me. (Statement-non-opinion)
EE: That way i know where my money is going. (Statement-non-opinion)",other,6,17,train
"EE: That would work best for me. (Statement-non-opinion)
EE: That way i know where my money is going. (Statement-non-opinion)
EE: Is there a minimum to donate? (Yes-No-Question)",other,6,18,train
"EE: That way i know where my money is going. (Statement-non-opinion)
EE: Is there a minimum to donate? (Yes-No-Question)
EE: No, there is no minimum that I've ever heard of. (Statement-non-opinion)",other,6,19,train
"EE: Is there a minimum to donate? (Yes-No-Question)
EE: No, there is no minimum that I've ever heard of. (Statement-non-opinion)
EE: They know that any small amount can help. (Statement-non-opinion)",other,6,20,train
"EE: No, there is no minimum that I've ever heard of. (Statement-non-opinion)
EE: They know that any small amount can help. (Statement-non-opinion)
EE: That's great! (Appreciation)",other,6,21,train
"EE: They know that any small amount can help. (Statement-non-opinion)
EE: That's great! (Appreciation)
EE: Is there a website where i can donate? (Yes-No-Question)",other,6,22,train
"EE: That's great! (Appreciation)
EE: Is there a website where i can donate? (Yes-No-Question)
EE: I'm glad to hear it! (Statement-non-opinion)",other,6,23,train
"EE: Is there a website where i can donate? (Yes-No-Question)
EE: I'm glad to hear it! (Statement-non-opinion)
EE: Save the Children do have a website at URL (Statement-non-opinion)",other,6,24,train
"EE: I'm glad to hear it! (Statement-non-opinion)
EE: Save the Children do have a website at URL (Statement-non-opinion)
EE: You can learn more about them there, but there's an easier way to donate (Statement-non-opinion)",other,6,25,train
"EE: Save the Children do have a website at URL (Statement-non-opinion)
EE: You can learn more about them there, but there's an easier way to donate (Statement-non-opinion)
EE: What is the easier way? (Wh-Question)",hneg-,6,26,train
"EE: You can learn more about them there, but there's an easier way to donate (Statement-non-opinion)
EE: What is the easier way? (Wh-Question)
EE: The researchers behind this HIT are gathering up donations so that they can give the money to the charity all at once. (Statement-non-opinion)",other,6,27,train
"EE: What is the easier way? (Wh-Question)
EE: The researchers behind this HIT are gathering up donations so that they can give the money to the charity all at once. (Statement-non-opinion)
EE: The research team will collect all donations and send it to Save the Children. (Statement-non-opinion)",other,6,28,train
"EE: The researchers behind this HIT are gathering up donations so that they can give the money to the charity all at once. (Statement-non-opinion)
EE: The research team will collect all donations and send it to Save the Children. (Statement-non-opinion)
EE: It must save time and transaction fees for the charity that way. (Statement-non-opinion)",other,6,29,train
"EE: The research team will collect all donations and send it to Save the Children. (Statement-non-opinion)
EE: It must save time and transaction fees for the charity that way. (Statement-non-opinion)
EE: That's interesting and sounds good, right? (Yes-No-Question)",other,6,30,train
"EE: It must save time and transaction fees for the charity that way. (Statement-non-opinion)
EE: That's interesting and sounds good, right? (Yes-No-Question)
EE: Yeah, it does sound good. (Yes answers)",hpos+,6,31,train
"EE: That's interesting and sounds good, right? (Yes-No-Question)
EE: Yeah, it does sound good. (Yes answers)
EE: Of course it's your decision, in the end. (Statement-opinion)",other,6,32,train
"EE: Yeah, it does sound good. (Yes answers)
EE: Of course it's your decision, in the end. (Statement-opinion)
EE: I am kind of curious about the details though. (Statement-non-opinion)",other,6,33,train
"EE: Of course it's your decision, in the end. (Statement-opinion)
EE: I am kind of curious about the details though. (Statement-non-opinion)
EE: How much do you like to donate to the charity now? (Wh-Question)",hneg-,6,34,train
"EE: I am kind of curious about the details though. (Statement-non-opinion)
EE: How much do you like to donate to the charity now? (Wh-Question)
EE: The researchers will let you donate anything up to the amount of your total task payment. (Statement-non-opinion)",other,6,35,train
"EE: How much do you like to donate to the charity now? (Wh-Question)
EE: The researchers will let you donate anything up to the amount of your total task payment. (Statement-non-opinion)
EE: Or nothing, if that's what you decide. (Statement-non-opinion)",other,6,36,train
"EE: The researchers will let you donate anything up to the amount of your total task payment. (Statement-non-opinion)
EE: Or nothing, if that's what you decide. (Statement-non-opinion)
EE: I think i will make a donation of $2 (Statement-non-opinion)",hpos+,6,37,train
"EE: Or nothing, if that's what you decide. (Statement-non-opinion)
EE: I think i will make a donation of $2 (Statement-non-opinion)
EE: That's wonderful! (Appreciation)",other,6,38,train
"EE: I think i will make a donation of $2 (Statement-non-opinion)
EE: That's wonderful! (Appreciation)
EE: I think I'm getting eager to see what happens next with the research and the charity, so I'm about to move on. (Statement-non-opinion)",other,6,39,train
"EE: That's wonderful! (Appreciation)
EE: I think I'm getting eager to see what happens next with the research and the charity, so I'm about to move on. (Statement-non-opinion)
EE: It was great chatting with you. (Conventional-closing)",other,6,40,train
