input_text,target_text,conversation_id,windex,split
"EE: its not a lot but hopefully go towards someone else donation to help children in war zone areas
ER: I am so grateful for your donation.
ER: It means alot to this rganization.",hpos+,120,27,train
"ER: I am so grateful for your donation.
ER: It means alot to this rganization.
EE: Of course, its a great organization to support",hpos+,120,28,train
"ER: It means alot to this rganization.
EE: Of course, its a great organization to support
ER: Have you donated to a similar charity?",other,120,29,train
"EE: Of course, its a great organization to support
ER: Have you donated to a similar charity?
EE: Yes, a few times before",spos+,120,30,train
"ER: Have you donated to a similar charity?
EE: Yes, a few times before
ER: Again, I really appreciate it and hope you have a great evening!",hpos+,120,31,train
"EE: Yes, a few times before
ER: Again, I really appreciate it and hope you have a great evening!
EE: Thank you, you too!",other,120,32,train
ER: Hello chat partner!,other,122,0,train
"ER: Hello chat partner!
EE: hi there!",other,122,1,train
"ER: Hello chat partner!
EE: hi there!
EE: how are you?",other,122,2,train
"EE: hi there!
EE: how are you?
ER: Doing alright..",other,122,3,train
"EE: how are you?
ER: Doing alright..
ER: I have a fridge full of food and a roof over my head so I can't complain..",other,122,4,train
"ER: Doing alright..
ER: I have a fridge full of food and a roof over my head so I can't complain..
EE: same here!",other,122,5,train
"ER: I have a fridge full of food and a roof over my head so I can't complain..
EE: same here!
ER: Not everyone has it so it's good that you appreciate it",other,122,6,train
"EE: same here!
ER: Not everyone has it so it's good that you appreciate it
ER: yeah..",other,122,7,train
"ER: Not everyone has it so it's good that you appreciate it
ER: yeah..
ER: I do..",other,122,8,train
"ER: yeah..
ER: I do..
ER: my parents were always in a good situation to be able to raise me well.",other,122,9,train
"ER: I do..
ER: my parents were always in a good situation to be able to raise me well.
ER: but there are a lot of kids in the world who arent so fortunate'",other,122,10,train
"ER: my parents were always in a good situation to be able to raise me well.
ER: but there are a lot of kids in the world who arent so fortunate'
EE: i know.",hpos+,122,11,train
"ER: but there are a lot of kids in the world who arent so fortunate'
EE: i know.
EE: it's so heartbreaking",hpos+,122,12,train
"EE: i know.
EE: it's so heartbreaking
ER: im working for this organization right now Save the Children, do you know of it?",other,122,13,train
"EE: it's so heartbreaking
ER: im working for this organization right now Save the Children, do you know of it?
EE: no, i've never heard about it",hpos-,122,14,train
"ER: im working for this organization right now Save the Children, do you know of it?
EE: no, i've never heard about it
ER: its an NGO that helps children around the world.",spos+,122,15,train
"EE: no, i've never heard about it
ER: its an NGO that helps children around the world.
ER: kind of like those cheesy commercials you used to see on TV, but these guys actually do some really good work",spos+,122,16,train
"ER: its an NGO that helps children around the world.
ER: kind of like those cheesy commercials you used to see on TV, but these guys actually do some really good work
EE: really?",other,122,17,train
"ER: kind of like those cheesy commercials you used to see on TV, but these guys actually do some really good work
EE: really?
EE: I would like to learn more about this organization.",other,122,18,train
"EE: really?
EE: I would like to learn more about this organization.
ER: yah?",other,122,19,train
"EE: I would like to learn more about this organization.
ER: yah?
ER: have you ever thought about volunteering for something like this?",other,122,20,train
"ER: yah?
ER: have you ever thought about volunteering for something like this?
EE: i actually did but never had a chance to do so",spos+,122,21,train
"ER: have you ever thought about volunteering for something like this?
EE: i actually did but never had a chance to do so
ER: Volunteering is so rewarding.",hpos+,122,22,train
"EE: i actually did but never had a chance to do so
ER: Volunteering is so rewarding.
ER: You get to feel good about yourself and do a good thing at the same time.",other,122,23,train
"ER: Volunteering is so rewarding.
ER: You get to feel good about yourself and do a good thing at the same time.
ER: But the thing is not everyone has the time to do so cause of work and stuff.. so here is where you can still make an impact with your donations..",hpos+,122,24,train
"ER: You get to feel good about yourself and do a good thing at the same time.
ER: But the thing is not everyone has the time to do so cause of work and stuff.. so here is where you can still make an impact with your donations..
EE: i do like to donate to charities and this one sounds good because i want to help children but how do i know they are legit?",hpos-,122,25,train
"ER: But the thing is not everyone has the time to do so cause of work and stuff.. so here is where you can still make an impact with your donations..
EE: i do like to donate to charities and this one sounds good because i want to help children but how do i know they are legit?
ER: well you can't know entirely that they are legit until you come and volunteer, but save the children has a different kind of structure hierarchy, the director takes a minimum salary etc and all the spending is quite transparent, if you wanna check out the website",spos+,122,26,train
"EE: i do like to donate to charities and this one sounds good because i want to help children but how do i know they are legit?
ER: well you can't know entirely that they are legit until you come and volunteer, but save the children has a different kind of structure hierarchy, the director takes a minimum salary etc and all the spending is quite transparent, if you wanna check out the website
EE: sure, what's the website?",other,122,27,train
"ER: well you can't know entirely that they are legit until you come and volunteer, but save the children has a different kind of structure hierarchy, the director takes a minimum salary etc and all the spending is quite transparent, if you wanna check out the website
EE: sure, what's the website?
ER: URL check it out",other,122,28,train
"EE: sure, what's the website?
ER: URL check it out
EE: give me a minute , let me see",other,122,29,train
"ER: URL check it out
EE: give me a minute , let me see
ER: if you go to resource library, click on annual support and scroll down",other,122,30,train
"EE: give me a minute , let me see
ER: if you go to resource library, click on annual support and scroll down
EE: okay, it looks great.",hpos+,122,31,train
"ER: if you go to resource library, click on annual support and scroll down
EE: okay, it looks great.
EE: I see they are top rated charity",hpos+,122,32,train
"EE: okay, it looks great.
EE: I see they are top rated charity
ER: okay great.",other,122,33,train
"EE: I see they are top rated charity
ER: okay great.
ER: so we usually suggest a monthly donation of $5",other,122,34,train
ER: do you like kids,other,124,0,train
"ER: do you like kids
EE: Yes I have 2",other,124,1,train
"ER: do you like kids
EE: Yes I have 2
ER: do you know many kids in the world are suffering",other,124,2,train
"EE: Yes I have 2
ER: do you know many kids in the world are suffering
EE: Not exactly, but I'm sure it's thousands",other,124,3,train
"ER: do you know many kids in the world are suffering
EE: Not exactly, but I'm sure it's thousands
ER: Yes exactly right.",other,124,4,train
"EE: Not exactly, but I'm sure it's thousands
ER: Yes exactly right.
ER: Save the children is a group that helps kids in warzones",spos+,124,5,train
"ER: Yes exactly right.
ER: Save the children is a group that helps kids in warzones
EE: That sounds like a worthwhile cause",hpos+,124,6,train
"ER: Save the children is a group that helps kids in warzones
EE: That sounds like a worthwhile cause
ER: have you ever donated to a charity",other,124,7,train
"EE: That sounds like a worthwhile cause
ER: have you ever donated to a charity
EE: Yes, very often",spos+,124,8,train
"ER: have you ever donated to a charity
EE: Yes, very often
ER: i plan on donating to save the children",spos+,124,9,train
"EE: Yes, very often
ER: i plan on donating to save the children
EE: I will too.",hpos+,124,10,train
"ER: i plan on donating to save the children
EE: I will too.
EE: Also to abused women.",spos+,124,11,train
"EE: I will too.
EE: Also to abused women.
ER: me also, do you know how much a candy bar costs",other,124,12,train
"EE: Also to abused women.
ER: me also, do you know how much a candy bar costs
EE: 85 cents to 1.35 around here",other,124,13,train
"ER: me also, do you know how much a candy bar costs
EE: 85 cents to 1.35 around here
ER: yes those are the exact prices, should we donate that much?",hneg-,124,14,train
"EE: 85 cents to 1.35 around here
ER: yes those are the exact prices, should we donate that much?
EE: That sounds perfect",hpos+,124,15,train
"ER: yes those are the exact prices, should we donate that much?
EE: That sounds perfect
ER: do you ever get tired of being awesome?",other,124,16,train
"EE: That sounds perfect
ER: do you ever get tired of being awesome?
EE: Nope.",other,124,17,train
"ER: do you ever get tired of being awesome?
EE: Nope.
EE: Not even a little!",other,124,18,train
"EE: Nope.
EE: Not even a little!
ER: thats cool, it seems hard?",other,124,19,train
"EE: Not even a little!
ER: thats cool, it seems hard?
EE: Not really, I just try to be helpful",other,124,20,train
"ER: thats cool, it seems hard?
EE: Not really, I just try to be helpful
ER: me too, DONT BETRAY MY TRUST",other,124,21,train
"EE: Not really, I just try to be helpful
ER: me too, DONT BETRAY MY TRUST
EE: I believe in that",other,124,22,train
ER: Do you know about Save the Children?,other,125,0,train
"ER: Do you know about Save the Children?
EE: I have not heard of this charity before!",hpos-,125,1,train
"ER: Do you know about Save the Children?
EE: I have not heard of this charity before!
EE: Have you?",other,125,2,train
"EE: I have not heard of this charity before!
EE: Have you?
ER: I have.",other,125,3,train
"EE: Have you?
ER: I have.
ER: I actually a monthly donor",spos+,125,4,train
"ER: I have.
ER: I actually a monthly donor
EE: That's great!",hpos+,125,5,train
"ER: I actually a monthly donor
EE: That's great!
EE: Would you mind explaining what the charity does?",other,125,6,train
"EE: That's great!
EE: Would you mind explaining what the charity does?
ER: The charity collects donation from people like you and me and help children in need",spos+,125,7,train
"EE: Would you mind explaining what the charity does?
ER: The charity collects donation from people like you and me and help children in need
EE: Sounds like quite the worthy cause.",hpos+,125,8,train
"ER: The charity collects donation from people like you and me and help children in need
EE: Sounds like quite the worthy cause.
EE: Are the children in need all across the world?",hneg-,125,9,train
"EE: Sounds like quite the worthy cause.
EE: Are the children in need all across the world?
EE: Or just the United States?",hneg-,125,10,train
"EE: Are the children in need all across the world?
EE: Or just the United States?
ER: all over the world.",spos+,125,11,train
"EE: Or just the United States?
ER: all over the world.
ER: I saw a children died from hunger and it tears my heart apart.",spos+,125,12,train
"ER: all over the world.
ER: I saw a children died from hunger and it tears my heart apart.
ER: I decide to be part of the solution since then",spos+,125,13,train
"ER: I saw a children died from hunger and it tears my heart apart.
ER: I decide to be part of the solution since then
EE: Wow, that is extremely sad.",hpos+,125,14,train
"ER: I decide to be part of the solution since then
EE: Wow, that is extremely sad.
EE: It is extremely unfortunate that child hunger is so prevalent in this world.",hpos+,125,15,train
"EE: Wow, that is extremely sad.
EE: It is extremely unfortunate that child hunger is so prevalent in this world.
ER: Save the Children organization is a blessing to the world.",spos+,125,16,train
"EE: It is extremely unfortunate that child hunger is so prevalent in this world.
ER: Save the Children organization is a blessing to the world.
ER: They have been helping children,finding houses and food.",spos+,125,17,train
"ER: Save the Children organization is a blessing to the world.
ER: They have been helping children,finding houses and food.
EE: It really sounds like a blessing!",hpos+,125,18,train
"ER: They have been helping children,finding houses and food.
EE: It really sounds like a blessing!
EE: What is their website?",hneg-,125,19,train
"EE: It really sounds like a blessing!
EE: What is their website?
EE: I'd like to learn more information.",other,125,20,train
"EE: What is their website?
EE: I'd like to learn more information.
ER: URL",other,125,21,train
"EE: I'd like to learn more information.
ER: URL
ER: Specially in countries at war children are helpless.",spos+,125,22,train
"ER: URL
ER: Specially in countries at war children are helpless.
EE: Great, thank you!",other,125,23,train
"ER: Specially in countries at war children are helpless.
EE: Great, thank you!
EE: Is there a monetary goal set for the year?",hneg-,125,24,train
"EE: Great, thank you!
EE: Is there a monetary goal set for the year?
ER: NO.It is not.",other,125,25,train
"EE: Is there a monetary goal set for the year?
ER: NO.It is not.
ER: You can donate as much as you want",hneg+,125,26,train
"ER: NO.It is not.
ER: You can donate as much as you want
EE: That is amazing.",hpos+,125,27,train
"ER: You can donate as much as you want
EE: That is amazing.
ER: How much money do you spend on candies that can be helping children in need?",other,125,28,train
"EE: That is amazing.
ER: How much money do you spend on candies that can be helping children in need?
EE: I do not purchase candy too often; however, I could definitely sacrifice a Starbucks Coffee to help children in need.",hpos+,125,29,train
"ER: How much money do you spend on candies that can be helping children in need?
EE: I do not purchase candy too often; however, I could definitely sacrifice a Starbucks Coffee to help children in need.
ER: Please do that.",hpos+,125,30,train
"EE: I do not purchase candy too often; however, I could definitely sacrifice a Starbucks Coffee to help children in need.
ER: Please do that.
ER: Children need your help",hpos+,125,31,train
"ER: Please do that.
ER: Children need your help
EE: Yes, most definitely.",hpos+,125,32,train
"ER: Children need your help
EE: Yes, most definitely.
EE: Thanks for making me aware of this charity!",hpos+,125,33,train
"EE: Yes, most definitely.
EE: Thanks for making me aware of this charity!
ER: How much do you like to donate today?",hneg-,125,34,train
"EE: Thanks for making me aware of this charity!
ER: How much do you like to donate today?
EE: I'll look into the website and likely donate $5.",hpos+,125,35,train
ER: hello?,other,126,0,train
"ER: hello?
EE: Hello there!",other,126,1,train
"ER: hello?
EE: Hello there!
ER: Would you like to donate to Save the Children?",hneg-,126,2,train
"EE: Hello there!
ER: Would you like to donate to Save the Children?
EE: Yes, what would this charity be doing to save the children?",hpos+,126,3,train
"ER: Would you like to donate to Save the Children?
EE: Yes, what would this charity be doing to save the children?
ER: Save the Children is and how their donation is essential to help ensuring children's rights to health, education, safety, etc.",spos+,126,4,train
"EE: Yes, what would this charity be doing to save the children?
ER: Save the Children is and how their donation is essential to help ensuring children's rights to health, education, safety, etc.
EE: What have they done in the past?",hneg-,126,5,train
"ER: Save the Children is and how their donation is essential to help ensuring children's rights to health, education, safety, etc.
EE: What have they done in the past?
ER: Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",spos+,126,6,train
"EE: What have they done in the past?
ER: Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.
EE: What countries have they been able to help?",hneg-,126,7,train
"ER: Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.
EE: What countries have they been able to help?
ER: Millions of Syrian children have grown up facing the daily threat of violence.",other,126,8,train
"EE: What countries have they been able to help?
ER: Millions of Syrian children have grown up facing the daily threat of violence.
ER: In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",other,126,9,train
"ER: Millions of Syrian children have grown up facing the daily threat of violence.
ER: In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.
EE: I am aware of the violence in Syria but what has ""Save the Children"" done to aid in health, education and safety?",hneg-,126,10,train
"ER: In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.
EE: I am aware of the violence in Syria but what has ""Save the Children"" done to aid in health, education and safety?
ER: Small donations will indeed help a lot of children and their families.",hpos+,126,11,train
"EE: I am aware of the violence in Syria but what has ""Save the Children"" done to aid in health, education and safety?
ER: Small donations will indeed help a lot of children and their families.
ER: How much would you like to donate?",hneg-,126,12,train
"ER: Small donations will indeed help a lot of children and their families.
ER: How much would you like to donate?
EE: Before I can donate I will need to know how this organization has help.",hpos-,126,13,train
"ER: How much would you like to donate?
EE: Before I can donate I will need to know how this organization has help.
ER: Be specific in what your asking?",other,126,14,train
"EE: Before I can donate I will need to know how this organization has help.
ER: Be specific in what your asking?
EE: How has ""Save the Children"" helped to aid in health, education and safety of the Syrian children?",hneg-,126,15,train
"ER: Be specific in what your asking?
EE: How has ""Save the Children"" helped to aid in health, education and safety of the Syrian children?
ER: Save the children send over rights to health, education, and safety with the funds that you donate to developing countries Syria was an example of countries we aid with the donation.",spos+,126,16,train
"EE: How has ""Save the Children"" helped to aid in health, education and safety of the Syrian children?
ER: Save the children send over rights to health, education, and safety with the funds that you donate to developing countries Syria was an example of countries we aid with the donation.
ER: Would you like to donate?",hneg-,126,17,train
"ER: Save the children send over rights to health, education, and safety with the funds that you donate to developing countries Syria was an example of countries we aid with the donation.
ER: Would you like to donate?
EE: Send over rights?",other,126,18,train
"ER: Would you like to donate?
EE: Send over rights?
EE: I do not understand.",other,126,19,train
"EE: Send over rights?
EE: I do not understand.
EE: I also agreed to donate but before that I need more information, why do you keep asking me to donate?",hpos-,126,20,train
"EE: I do not understand.
EE: I also agreed to donate but before that I need more information, why do you keep asking me to donate?
ER: Because you keep asking the same question for someone that conversing about donating to a charity.",other,126,21,train
"EE: I also agreed to donate but before that I need more information, why do you keep asking me to donate?
ER: Because you keep asking the same question for someone that conversing about donating to a charity.
ER: Its almost like you want to see paper work proof, I told you where your donation goes either you want to donate or not?",hneg-,126,22,train
"ER: Because you keep asking the same question for someone that conversing about donating to a charity.
ER: Its almost like you want to see paper work proof, I told you where your donation goes either you want to donate or not?
EE: Exactly, in today\'s world one must be weary of scammers.",hpos-,126,23,train
"ER: Its almost like you want to see paper work proof, I told you where your donation goes either you want to donate or not?
EE: Exactly, in today\'s world one must be weary of scammers.
EE: Those who are really trying to do ""good"" for others will be more than happy to show proof of where donations are going or at least letting one know how those donations will be put to use.",hpos-,126,24,train
"EE: Exactly, in today\'s world one must be weary of scammers.
EE: Those who are really trying to do ""good"" for others will be more than happy to show proof of where donations are going or at least letting one know how those donations will be put to use.
EE: Telling me where it goes really does nothing for me.",hpos-,126,25,train
"EE: Those who are really trying to do ""good"" for others will be more than happy to show proof of where donations are going or at least letting one know how those donations will be put to use.
EE: Telling me where it goes really does nothing for me.
ER: URL go check it out.",other,126,26,train
"EE: Telling me where it goes really does nothing for me.
ER: URL go check it out.
EE: Why the aggressive tone of me ""donating or not""?",hpos-,126,27,train
"ER: hello, do you like charities ?",other,128,0,train
"ER: hello, do you like charities ?
EE: I don't know I haven't found anyone good ones",other,128,1,train
"ER: hello, do you like charities ?
EE: I don't know I haven't found anyone good ones
ER: do you know save the children charity ?",other,128,2,train
"EE: I don't know I haven't found anyone good ones
ER: do you know save the children charity ?
EE: No, I have never hear of it",hpos-,128,3,train
"ER: do you know save the children charity ?
EE: No, I have never hear of it
ER: some info about save the children,they are a non-profit organisation who help children in the world, what you think now about this organization ?",spos+,128,4,train
"EE: No, I have never hear of it
ER: some info about save the children,they are a non-profit organisation who help children in the world, what you think now about this organization ?
EE: Do they help children right here in America",hneg-,128,5,train
"ER: some info about save the children,they are a non-profit organisation who help children in the world, what you think now about this organization ?
EE: Do they help children right here in America
ER: they help children in america to, whenever is needed, they helped Hawaii too, with hurricane lane .",spos+,128,6,train
"EE: Do they help children right here in America
ER: they help children in america to, whenever is needed, they helped Hawaii too, with hurricane lane .
EE: That is awesome.",hpos+,128,7,train
"ER: they help children in america to, whenever is needed, they helped Hawaii too, with hurricane lane .
EE: That is awesome.
EE: I am more willing to help a charity that will help right here in America",other,128,8,train
"EE: That is awesome.
EE: I am more willing to help a charity that will help right here in America
ER: this is a charity in america too, are you willing to donate some of your money in the end of the survey?",hneg-,128,9,train
"EE: I am more willing to help a charity that will help right here in America
ER: this is a charity in america too, are you willing to donate some of your money in the end of the survey?
EE: I would like to, but I really can afford to donate anything right now.",sneg+,128,10,train
"ER: this is a charity in america too, are you willing to donate some of your money in the end of the survey?
EE: I would like to, but I really can afford to donate anything right now.
ER: but they are not your money , some of the hit winning, if you like too.",hneg-,128,11,train
"EE: I would like to, but I really can afford to donate anything right now.
ER: but they are not your money , some of the hit winning, if you like too.
EE: I don't understand what you mean",other,128,12,train
"ER: but they are not your money , some of the hit winning, if you like too.
EE: I don't understand what you mean
ER: well do you have faith in this kind of organizations?",other,128,13,train
"EE: I don't understand what you mean
ER: well do you have faith in this kind of organizations?
EE: Yes, it sounds like a good charity.",hpos+,128,14,train
"ER: well do you have faith in this kind of organizations?
EE: Yes, it sounds like a good charity.
ER: do you ever heard something bad about this kind of charities ?",other,128,15,train
"EE: Yes, it sounds like a good charity.
ER: do you ever heard something bad about this kind of charities ?
EE: Yes, I have.",other,128,16,train
"ER: do you ever heard something bad about this kind of charities ?
EE: Yes, I have.
EE: Some don't give the money out like they are suppose to.",other,128,17,train
"EE: Yes, I have.
EE: Some don't give the money out like they are suppose to.
ER: did you heard that they now do every payment taken from people transparet?",spos+,128,18,train
"EE: Some don't give the money out like they are suppose to.
ER: did you heard that they now do every payment taken from people transparet?
EE: No, I have not hear that",other,128,19,train
"ER: did you heard that they now do every payment taken from people transparet?
EE: No, I have not hear that
ER: at last , how much are you willing to donate in the end of the survey?",hneg-,128,20,train
"EE: No, I have not hear that
ER: at last , how much are you willing to donate in the end of the survey?
ER: you can donate as much money you want because they really are not real money, you can make a good impression for future hits.",hpos+,128,21,train
"ER: at last , how much are you willing to donate in the end of the survey?
ER: you can donate as much money you want because they really are not real money, you can make a good impression for future hits.
EE: How does me saying I will donate fake money make a good impression for future hits.",hpos-,128,22,train
"ER: you can donate as much money you want because they really are not real money, you can make a good impression for future hits.
EE: How does me saying I will donate fake money make a good impression for future hits.
ER: you would help me , thank you for your conversation",other,128,23,train
ER: hello haw are you today,other,129,0,train
"ER: hello haw are you today
EE: doing good you?",other,129,1,train
"ER: hello haw are you today
EE: doing good you?
ER: do you heart for the organization save the children",other,129,2,train
"EE: doing good you?
ER: do you heart for the organization save the children
EE: yes I do,do you as well?",hpos+,129,3,train
"ER: do you heart for the organization save the children
EE: yes I do,do you as well?
ER: is an organization that helps children",other,129,4,train
"EE: yes I do,do you as well?
ER: is an organization that helps children
EE: Yes, because it is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.",hpos+,129,5,train
"ER: is an organization that helps children
EE: Yes, because it is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.
ER: yes i have donate 100$ for this organisation",spos+,129,6,train
"EE: Yes, because it is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.
ER: yes i have donate 100$ for this organisation
EE: amassing!",hpos+,129,7,train
"ER: yes i have donate 100$ for this organisation
EE: amassing!
ER: I have donated my fair chair but money is still money I would estimate I probably have gave 175$ in short burst",other,129,8,train
"EE: amassing!
ER: I have donated my fair chair but money is still money I would estimate I probably have gave 175$ in short burst
ER: you are very good person",hpos+,129,9,train
"ER: I have donated my fair chair but money is still money I would estimate I probably have gave 175$ in short burst
ER: you are very good person
EE: thank you,I just want to help this world and especially the children within it and save the children is doing that job",spos+,129,10,train
"ER: you are very good person
EE: thank you,I just want to help this world and especially the children within it and save the children is doing that job
ER: yes i like to.",other,129,11,train
"EE: thank you,I just want to help this world and especially the children within it and save the children is doing that job
ER: yes i like to.
ER: help the children. in the word",other,129,12,train
"ER: yes i like to.
ER: help the children. in the word
EE: If everyone puts in there fair share then save the children would be even bigger, could you imagine how much children could be saved or help,or both",other,129,13,train
"ER: help the children. in the word
EE: If everyone puts in there fair share then save the children would be even bigger, could you imagine how much children could be saved or help,or both
ER: yes is true im so sad for helping this children",hpos+,129,14,train
"EE: If everyone puts in there fair share then save the children would be even bigger, could you imagine how much children could be saved or help,or both
ER: yes is true im so sad for helping this children
EE: i think everyone should chip in proximity 5$ that is in total.",other,129,15,train
"ER: yes is true im so sad for helping this children
EE: i think everyone should chip in proximity 5$ that is in total.
EE: 35000000000",other,129,16,train
"EE: i think everyone should chip in proximity 5$ that is in total.
EE: 35000000000
ER: very good choice the best",other,129,17,train
"EE: 35000000000
ER: very good choice the best
EE: so do you agree?",other,129,18,train
"ER: very good choice the best
EE: so do you agree?
EE: everyone should share 5$ or more?",other,129,19,train
"EE: so do you agree?
EE: everyone should share 5$ or more?
ER: yes it is a very good idea",hpos+,129,20,train
"EE: everyone should share 5$ or more?
ER: yes it is a very good idea
EE: then we have came to an agreement that went vary smoothly it says up top ""We encourage you to keep the conversation until a donation agreement is explicitly made so i think weve done .",other,129,21,train
"ER: yes it is a very good idea
EE: then we have came to an agreement that went vary smoothly it says up top ""We encourage you to keep the conversation until a donation agreement is explicitly made so i think weve done .
ER: yes very good idea",other,129,22,train
"EE: then we have came to an agreement that went vary smoothly it says up top ""We encourage you to keep the conversation until a donation agreement is explicitly made so i think weve done .
ER: yes very good idea
EE: 5$ sounds good ok",hpos+,129,23,train
"ER: Hello, I would like to speak to you about Save The Children .",other,130,0,train
"ER: Hello, I would like to speak to you about Save The Children .
ER: Have you heard of this charity?",other,130,1,train
"ER: Hello, I would like to speak to you about Save The Children .
ER: Have you heard of this charity?
EE: No, please tell me more.",hpos-,130,2,train
"ER: Have you heard of this charity?
EE: No, please tell me more.
EE: Do they have a car?",hneg-,130,3,train
"EE: No, please tell me more.
EE: Do they have a car?
ER: I'm not sure if they have a car, but I am happy to tell you more about the foundation.",other,130,4,train
"EE: Do they have a car?
ER: I'm not sure if they have a car, but I am happy to tell you more about the foundation.
ER: Efforts Focus on Restoring and Improving Early Learning and Education Programs, Helping Children Emotionally Heal, Building Resilience, Preparing for Next Emergency",spos+,130,5,train
"ER: I'm not sure if they have a car, but I am happy to tell you more about the foundation.
ER: Efforts Focus on Restoring and Improving Early Learning and Education Programs, Helping Children Emotionally Heal, Building Resilience, Preparing for Next Emergency
EE: How do they do that?",hneg-,130,6,train
"ER: Efforts Focus on Restoring and Improving Early Learning and Education Programs, Helping Children Emotionally Heal, Building Resilience, Preparing for Next Emergency
EE: How do they do that?
ER: By people like you, making a a donation of just $1 a day, you can feed a child for a month.",hpos+,130,7,train
"EE: How do they do that?
ER: By people like you, making a a donation of just $1 a day, you can feed a child for a month.
EE: The exchange rate must be pretty good.",other,130,8,train
